epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,850.23,0.64869,0.3345,0.94247,0.99979,1,0.995,0.87522,0.57819,0.26163,0.88672,0.00136994,0.00136994,0.00136994
20,886.437,0.65385,0.32439,0.94538,0.99951,1,0.995,0.85419,0.60206,0.28257,0.89549,0.00135344,0.00135344,0.00135344
21,924.452,0.64741,0.32973,0.94304,0.9998,1,0.995,0.84996,0.62309,0.29701,0.89139,0.00133693,0.00133693,0.00133693
22,969.221,0.65043,0.32836,0.93946,0.9995,1,0.995,0.88073,0.55437,0.2753,0.87544,0.00132043,0.00132043,0.00132043
23,1012.67,0.64083,0.31794,0.94125,0.99977,1,0.995,0.87211,0.56643,0.26746,0.88119,0.00130393,0.00130393,0.00130393
24,1053.27,0.63969,0.31953,0.93773,0.99958,1,0.995,0.87273,0.56054,0.26115,0.87969,0.00128742,0.00128742,0.00128742
25,1102.75,0.65231,0.32189,0.94194,0.9996,1,0.995,0.87673,0.58304,0.28563,0.88542,0.00127092,0.00127092,0.00127092
26,1141.87,0.63458,0.31492,0.94227,0.99956,1,0.995,0.85153,0.58416,0.25968,0.89312,0.00125442,0.00125442,0.00125442
27,1197.42,0.63949,0.31208,0.94163,0.99959,1,0.995,0.88174,0.55517,0.25351,0.87442,0.00123791,0.00123791,0.00123791
28,1248.55,0.63074,0.31443,0.93411,0.9996,1,0.995,0.86767,0.57835,0.23302,0.88287,0.00122141,0.00122141,0.00122141
29,1304.13,0.6341,0.31406,0.93825,0.99958,1,0.995,0.87358,0.57442,0.26523,0.8807,0.00120491,0.00120491,0.00120491
30,1346.96,0.63753,0.31016,0.93818,0.9995,1,0.995,0.88021,0.55519,0.23041,0.8755,0.0011884,0.0011884,0.0011884
31,1392.3,0.62919,0.29902,0.93541,0.99954,1,0.995,0.8726,0.56703,0.29221,0.87665,0.0011719,0.0011719,0.0011719
32,1449.37,0.62599,0.30741,0.93412,0.99973,1,0.995,0.87155,0.57192,0.2464,0.87618,0.0011554,0.0011554,0.0011554
33,1506.35,0.63686,0.30558,0.93953,0.99948,1,0.995,0.87565,0.56933,0.24806,0.88581,0.00113889,0.00113889,0.00113889
34,1563.66,0.62838,0.30053,0.93365,0.9998,1,0.995,0.87804,0.56648,0.24247,0.87608,0.00112239,0.00112239,0.00112239
35,1620.16,0.63191,0.30526,0.93196,0.97217,1,0.995,0.87236,0.60664,0.32931,0.89346,0.00110589,0.00110589,0.00110589
36,1677.58,0.63073,0.30136,0.93388,0.99972,1,0.995,0.87243,0.57291,0.23067,0.8816,0.00108938,0.00108938,0.00108938
37,1734.58,0.62142,0.29883,0.93413,1,1,0.995,0.88071,0.57888,0.24071,0.88084,0.00107288,0.00107288,0.00107288
38,1792.08,0.63536,0.30811,0.9352,0.9998,1,0.995,0.87703,0.58323,0.25481,0.8848,0.00105638,0.00105638,0.00105638
39,1849.66,0.62781,0.30465,0.93533,0.9998,1,0.995,0.87298,0.58933,0.25133,0.88328,0.00103987,0.00103987,0.00103987
40,1906.92,0.62431,0.29818,0.93064,0.9998,1,0.995,0.87766,0.57952,0.22996,0.87577,0.00102337,0.00102337,0.00102337
41,1964.03,0.6229,0.29727,0.92946,0.99948,1,0.995,0.8677,0.56586,0.241,0.87469,0.00100687,0.00100687,0.00100687
42,2021.53,0.62435,0.29809,0.9306,0.9998,1,0.995,0.87228,0.56148,0.2362,0.874,0.000990365,0.000990365,0.000990365
43,2079.15,0.62619,0.29503,0.92678,1,1,0.995,0.8745,0.55958,0.23205,0.87117,0.000973861,0.000973861,0.000973861
44,2136.37,0.61747,0.28732,0.93088,1,1,0.995,0.88167,0.5626,0.22213,0.87108,0.000957358,0.000957358,0.000957358
45,2176.11,0.61141,0.28278,0.93068,0.99978,1,0.995,0.87898,0.55825,0.25496,0.87298,0.000940855,0.000940855,0.000940855
46,2203.76,0.61169,0.28971,0.92763,1,1,0.995,0.88008,0.54932,0.2353,0.86814,0.000924352,0.000924352,0.000924352
47,2231.32,0.61159,0.2806,0.93038,0.9998,1,0.995,0.87336,0.55052,0.23831,0.86896,0.000907848,0.000907848,0.000907848
48,2262.25,0.6073,0.28333,0.92602,1,1,0.995,0.88221,0.54606,0.23913,0.86745,0.000891345,0.000891345,0.000891345
49,2291.59,0.61577,0.28737,0.92822,0.99976,1,0.995,0.88153,0.5656,0.24369,0.87668,0.000874842,0.000874842,0.000874842
50,2321.79,0.61792,0.28983,0.9334,0.99981,1,0.995,0.87888,0.57304,0.233,0.87569,0.000858338,0.000858338,0.000858338
51,2349.57,0.60887,0.28702,0.92918,0.99981,1,0.995,0.88735,0.54547,0.22807,0.87213,0.000841835,0.000841835,0.000841835
52,2378.83,0.60333,0.28543,0.92811,1,1,0.995,0.88268,0.55496,0.23442,0.86971,0.000825332,0.000825332,0.000825332
53,2407.19,0.60608,0.28102,0.92943,0.99981,1,0.995,0.8862,0.54369,0.22532,0.87203,0.000808828,0.000808828,0.000808828
54,2438.26,0.60477,0.27771,0.92297,1,1,0.995,0.88295,0.54812,0.25462,0.86833,0.000792325,0.000792325,0.000792325
55,2494.65,0.6067,0.27956,0.92978,1,1,0.995,0.88262,0.5451,0.21247,0.87091,0.000775822,0.000775822,0.000775822
56,2550.57,0.60821,0.27648,0.92977,1,1,0.995,0.87565,0.57006,0.23794,0.87708,0.000759318,0.000759318,0.000759318
57,2606.83,0.60542,0.27717,0.93396,0.99979,1,0.995,0.88008,0.54804,0.21927,0.86731,0.000742815,0.000742815,0.000742815
58,2662.79,0.60233,0.2784,0.92401,0.99958,1,0.995,0.87112,0.57012,0.27367,0.87472,0.000726312,0.000726312,0.000726312
59,2716.76,0.59745,0.27243,0.92894,1,1,0.995,0.88023,0.55327,0.22092,0.87051,0.000709809,0.000709809,0.000709809
60,2770.65,0.60387,0.27429,0.92833,0.99981,1,0.995,0.88198,0.55468,0.21484,0.86932,0.000693305,0.000693305,0.000693305
61,2824.86,0.59865,0.27371,0.91882,0.9998,1,0.995,0.87468,0.55676,0.22639,0.8694,0.000676802,0.000676802,0.000676802
62,2879.16,0.60064,0.27482,0.92623,1,1,0.995,0.88834,0.55718,0.217,0.87,0.000660299,0.000660299,0.000660299
63,2933.79,0.59504,0.26651,0.92311,1,1,0.995,0.87239,0.58698,0.22965,0.88095,0.000643795,0.000643795,0.000643795
64,2987.98,0.59955,0.27179,0.92646,0.99981,1,0.995,0.88214,0.56822,0.21773,0.87876,0.000627292,0.000627292,0.000627292
65,3041.4,0.58588,0.26992,0.9142,1,1,0.995,0.88898,0.55006,0.2285,0.86911,0.000610789,0.000610789,0.000610789
66,3095.47,0.59357,0.26584,0.92163,1,1,0.995,0.88927,0.5492,0.21466,0.86877,0.000594286,0.000594286,0.000594286
67,3149.52,0.59361,0.2655,0.92033,1,1,0.995,0.88954,0.53966,0.2257,0.86393,0.000577782,0.000577782,0.000577782
68,3203.53,0.60131,0.26695,0.92801,0.99974,1,0.995,0.88249,0.55976,0.20551,0.86878,0.000561279,0.000561279,0.000561279
69,3257.63,0.59265,0.26077,0.92372,0.99981,1,0.995,0.89041,0.54529,0.20838,0.86705,0.000544776,0.000544776,0.000544776
70,3311.44,0.59434,0.26526,0.92308,1,1,0.995,0.88275,0.55266,0.21736,0.86739,0.000528272,0.000528272,0.000528272
71,3365.66,0.58534,0.25632,0.92298,1,1,0.995,0.8858,0.54819,0.2115,0.86764,0.000511769,0.000511769,0.000511769
72,3421.74,0.58901,0.26055,0.91669,0.99981,1,0.995,0.88988,0.53641,0.21407,0.86369,0.000495266,0.000495266,0.000495266
73,3457.83,0.59274,0.26227,0.91987,1,1,0.995,0.88497,0.54876,0.21169,0.86613,0.000478762,0.000478762,0.000478762
74,3488.19,0.58824,0.2617,0.91973,1,1,0.995,0.88723,0.54878,0.21472,0.86587,0.000462259,0.000462259,0.000462259
75,3518.79,0.58623,0.25645,0.92138,1,1,0.995,0.8892,0.54705,0.21202,0.86636,0.000445756,0.000445756,0.000445756
76,3547.5,0.5861,0.25663,0.91842,1,1,0.995,0.88982,0.53967,0.20947,0.86333,0.000429253,0.000429253,0.000429253
77,3576.13,0.58927,0.25565,0.9296,1,1,0.995,0.88141,0.54986,0.21552,0.86743,0.000412749,0.000412749,0.000412749
78,3604.11,0.5892,0.2585,0.92238,1,1,0.995,0.8886,0.54655,0.22037,0.86934,0.000396246,0.000396246,0.000396246
79,3632.17,0.58667,0.2582,0.92079,1,1,0.995,0.88962,0.53236,0.19612,0.86026,0.000379743,0.000379743,0.000379743
80,3659.81,0.57727,0.25402,0.92117,1,1,0.995,0.889,0.53761,0.20707,0.86268,0.000363239,0.000363239,0.000363239
81,3688.95,0.58213,0.24969,0.92133,0.99977,1,0.995,0.89216,0.5331,0.19774,0.86099,0.000346736,0.000346736,0.000346736
82,3719.43,0.57687,0.24682,0.91763,1,1,0.995,0.88859,0.53444,0.19524,0.8595,0.000330233,0.000330233,0.000330233
83,3748.91,0.581,0.25176,0.92164,0.99977,1,0.995,0.87992,0.54378,0.20844,0.86348,0.000313729,0.000313729,0.000313729
84,3777.65,0.57691,0.25209,0.91834,1,1,0.995,0.88254,0.54698,0.20645,0.86391,0.000297226,0.000297226,0.000297226
85,3805.72,0.57332,0.24843,0.91528,1,1,0.995,0.89323,0.53018,0.19963,0.85969,0.000280723,0.000280723,0.000280723
86,3834.51,0.57939,0.24678,0.92108,1,1,0.995,0.89056,0.54239,0.209,0.86383,0.00026422,0.00026422,0.00026422
87,3862.24,0.56504,0.24478,0.91646,1,1,0.995,0.89221,0.52742,0.20645,0.86,0.000247716,0.000247716,0.000247716
88,3890.08,0.57237,0.24867,0.91605,1,1,0.995,0.89127,0.52879,0.20679,0.85969,0.000231213,0.000231213,0.000231213
89,3918.17,0.57865,0.2488,0.92103,1,1,0.995,0.8878,0.53873,0.20514,0.86217,0.00021471,0.00021471,0.00021471
90,3948.32,0.57199,0.24216,0.91828,1,1,0.995,0.88822,0.5336,0.21287,0.86089,0.000198206,0.000198206,0.000198206
91,3975.98,0.54547,0.21555,0.89116,0.99957,1,0.995,0.88847,0.53566,0.20653,0.86131,0.000181703,0.000181703,0.000181703
92,4003.89,0.54876,0.22009,0.8978,0.99958,1,0.995,0.88431,0.54434,0.21957,0.86297,0.0001652,0.0001652,0.0001652
93,4029.94,0.55109,0.217,0.89018,0.99978,1,0.995,0.88883,0.54047,0.2108,0.86178,0.000148696,0.000148696,0.000148696
94,4057.62,0.5479,0.21391,0.88783,0.99955,1,0.995,0.88425,0.53576,0.20905,0.86082,0.000132193,0.000132193,0.000132193
95,4083.98,0.55134,0.21153,0.88549,0.99956,1,0.995,0.88203,0.54213,0.20444,0.86299,0.00011569,0.00011569,0.00011569
96,4109.93,0.55198,0.20977,0.88759,0.99975,1,0.995,0.88841,0.54097,0.20437,0.8646,9.91865e-05,9.91865e-05,9.91865e-05
97,4135.94,0.5439,0.20791,0.88041,1,1,0.995,0.88734,0.53672,0.19486,0.86151,8.26832e-05,8.26832e-05,8.26832e-05
98,4162.8,0.53646,0.20445,0.8838,1,1,0.995,0.89258,0.53517,0.19924,0.8618,6.61799e-05,6.61799e-05,6.61799e-05
99,4191.76,0.53493,0.20278,0.88607,1,1,0.995,0.89071,0.53483,0.1987,0.86135,4.96766e-05,4.96766e-05,4.96766e-05
100,4219.82,0.53621,0.202,0.88421,1,1,0.995,0.89251,0.53276,0.19799,0.86067,3.31733e-05,3.31733e-05,3.31733e-05
