epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,110.023,0.93603,0.65567,1.13531,0.69945,0.99091,0.94189,0.70522,0.93863,1.00224,1.33347,0.00133693,0.00133693,0.00133693
22,115.239,0.93584,0.6376,1.12167,0.66631,0.95833,0.95993,0.75749,0.87727,0.74751,1.21667,0.00132043,0.00132043,0.00132043
23,119.242,0.84659,0.59858,1.09354,0.94677,0.99091,0.96006,0.75513,0.81011,0.68284,1.17367,0.00130393,0.00130393,0.00130393
24,123.16,0.9088,0.61792,1.1265,0.94675,0.97981,0.9541,0.71341,0.87592,0.7197,1.1874,0.00128742,0.00128742,0.00128742
25,127.182,0.85617,0.58539,1.09545,0.95713,0.98754,0.98054,0.74068,0.87681,0.63571,1.21705,0.00127092,0.00127092,0.00127092
26,131.201,0.907,0.58625,1.10897,0.9547,0.99091,0.96978,0.73194,0.93748,0.63111,1.29563,0.00125442,0.00125442,0.00125442
27,135.289,0.89222,0.55864,1.13169,0.94828,0.99091,0.95827,0.70179,0.92851,0.6503,1.24504,0.00123791,0.00123791,0.00123791
28,139.401,0.92227,0.55525,1.0957,0.92074,0.97467,0.96051,0.73897,0.91614,0.66368,1.23908,0.00122141,0.00122141,0.00122141
29,143.528,0.87595,0.53987,1.11246,0.91884,0.99091,0.95137,0.72308,0.84715,0.58819,1.18383,0.00120491,0.00120491,0.00120491
30,147.81,0.87164,0.53793,1.09576,0.95713,0.99091,0.96574,0.7607,0.83099,0.5477,1.18235,0.0011884,0.0011884,0.0011884
31,152.197,0.8319,0.51525,1.09696,0.95652,0.99091,0.9561,0.75052,0.8064,0.55006,1.13136,0.0011719,0.0011719,0.0011719
32,156.369,0.84789,0.52836,1.08856,0.95461,0.99091,0.98489,0.77385,0.81668,0.53169,1.1394,0.0011554,0.0011554,0.0011554
33,160.716,0.85554,0.50845,1.08933,0.95938,0.99091,0.99061,0.76272,0.85797,0.65074,1.19745,0.00113889,0.00113889,0.00113889
34,165.099,0.84951,0.49613,1.08112,0.95673,0.99091,0.9887,0.78307,0.79068,0.59822,1.14099,0.00112239,0.00112239,0.00112239
35,169.399,0.8439,0.48937,1.05539,0.95741,0.99091,0.97956,0.73687,0.85896,0.59129,1.23483,0.00110589,0.00110589,0.00110589
36,173.513,0.83619,0.48559,1.0874,0.95864,0.99091,0.99109,0.75346,0.83172,0.52569,1.14403,0.00108938,0.00108938,0.00108938
37,177.846,0.83195,0.48329,1.09788,0.9569,0.99091,0.98808,0.77644,0.80026,0.52899,1.14947,0.00107288,0.00107288,0.00107288
38,182.175,0.8136,0.46604,1.07743,0.95818,0.99091,0.96559,0.74621,0.84166,0.52532,1.1421,0.00105638,0.00105638,0.00105638
39,186.465,0.82819,0.45884,1.061,0.95756,0.99091,0.95398,0.73212,0.74549,0.54362,1.11883,0.00103987,0.00103987,0.00103987
40,190.457,0.81533,0.46649,1.06361,0.94397,0.98668,0.97487,0.73943,0.79054,0.48564,1.13917,0.00102337,0.00102337,0.00102337
41,194.423,0.83763,0.48493,1.07056,0.95725,0.99091,0.97213,0.73983,0.7759,0.47931,1.13006,0.00100687,0.00100687,0.00100687
42,198.442,0.83293,0.46278,1.06617,0.95907,0.99091,0.96581,0.75909,0.72759,0.49,1.09355,0.000990365,0.000990365,0.000990365
43,202.653,0.81152,0.45061,1.05795,0.95806,0.99091,0.97528,0.76799,0.76087,0.44726,1.09854,0.000973861,0.000973861,0.000973861
44,206.947,0.81287,0.46375,1.04616,0.95737,0.99091,0.96574,0.76111,0.75945,0.44177,1.10372,0.000957358,0.000957358,0.000957358
45,211.401,0.83675,0.45367,1.08412,0.95846,0.99091,0.97559,0.76589,0.76765,0.43391,1.11933,0.000940855,0.000940855,0.000940855
46,215.67,0.82439,0.46433,1.09203,0.95932,0.99163,0.97923,0.77369,0.76629,0.41629,1.13626,0.000924352,0.000924352,0.000924352
47,219.826,0.83356,0.48367,1.08435,0.95918,0.99443,0.99192,0.79,0.8651,0.41944,1.2083,0.000907848,0.000907848,0.000907848
48,224.194,0.82905,0.45285,1.07895,0.95937,0.99311,0.99192,0.76624,0.83826,0.46287,1.1841,0.000891345,0.000891345,0.000891345
49,228.375,0.80033,0.45165,1.07634,0.95959,0.9921,0.98231,0.75101,0.86473,0.50998,1.18495,0.000874842,0.000874842,0.000874842
50,232.3,0.7832,0.42922,1.06096,0.95745,0.99091,0.99175,0.78084,0.79268,0.44954,1.11963,0.000858338,0.000858338,0.000858338
51,236.347,0.80862,0.43932,1.06832,0.9614,0.99436,0.995,0.78051,0.81923,0.42817,1.13734,0.000841835,0.000841835,0.000841835
52,240.379,0.81805,0.43514,1.08769,0.95806,0.99091,0.95367,0.75473,0.80749,0.52682,1.1208,0.000825332,0.000825332,0.000825332
53,244.322,0.80019,0.43977,1.04841,0.95758,0.99091,0.97341,0.78114,0.74099,0.50499,1.09773,0.000808828,0.000808828,0.000808828
54,248.281,0.79887,0.41856,1.04755,0.95849,0.99091,0.97306,0.78087,0.76469,0.48669,1.11727,0.000792325,0.000792325,0.000792325
55,252.267,0.7946,0.42489,1.0648,0.95837,0.99091,0.96878,0.72979,0.90712,0.52083,1.23637,0.000775822,0.000775822,0.000775822
56,256.238,0.80513,0.41321,1.05825,0.95838,0.99091,0.98222,0.78284,0.81585,0.50339,1.10882,0.000759318,0.000759318,0.000759318
57,260.333,0.78801,0.41069,1.06152,0.97118,0.99206,0.995,0.81749,0.76963,0.40337,1.10204,0.000742815,0.000742815,0.000742815
58,264.461,0.79986,0.43422,1.07541,0.96509,0.99239,0.995,0.81478,0.76333,0.37994,1.1117,0.000726312,0.000726312,0.000726312
59,268.602,0.79081,0.41519,1.05017,0.9582,0.99091,0.98808,0.80767,0.75325,0.49274,1.11839,0.000709809,0.000709809,0.000709809
60,272.77,0.76433,0.40749,1.04253,0.95968,0.99224,0.98538,0.77302,0.77088,0.49435,1.11661,0.000693305,0.000693305,0.000693305
61,276.77,0.74931,0.41181,1.04415,0.95781,0.99091,0.98521,0.78379,0.82968,0.50353,1.13598,0.000676802,0.000676802,0.000676802
62,280.97,0.77343,0.40391,1.04499,0.95739,0.99091,0.96606,0.77332,0.81094,0.45545,1.11801,0.000660299,0.000660299,0.000660299
63,285.34,0.79827,0.41675,1.07759,0.95762,0.99091,0.98213,0.77661,0.77516,0.46363,1.09271,0.000643795,0.000643795,0.000643795
64,289.457,0.744,0.38411,1.05387,0.95759,0.99091,0.99109,0.79628,0.77337,0.46013,1.09651,0.000627292,0.000627292,0.000627292
65,293.43,0.79455,0.40188,1.0547,0.95741,0.99091,0.99109,0.78492,0.8741,0.49377,1.15295,0.000610789,0.000610789,0.000610789
66,297.392,0.7664,0.40075,1.04851,0.95752,0.99091,0.99122,0.79745,0.7803,0.44549,1.10833,0.000594286,0.000594286,0.000594286
67,301.318,0.7624,0.38526,1.049,0.95838,0.99091,0.97914,0.75504,0.76424,0.45829,1.10255,0.000577782,0.000577782,0.000577782
68,305.265,0.78217,0.39794,1.06872,0.9589,0.99091,0.95664,0.74846,0.81332,0.4775,1.1176,0.000561279,0.000561279,0.000561279
69,309.327,0.75294,0.38634,1.05446,0.95883,0.99091,0.95664,0.77407,0.73358,0.43568,1.07707,0.000544776,0.000544776,0.000544776
70,313.325,0.75654,0.36827,1.03052,0.95956,0.99196,0.95673,0.75816,0.76836,0.45932,1.09336,0.000528272,0.000528272,0.000528272
71,317.297,0.77073,0.40848,1.03115,0.95889,0.99091,0.95664,0.77218,0.749,0.45571,1.083,0.000511769,0.000511769,0.000511769
72,321.61,0.74538,0.38268,1.03844,0.95851,0.99091,0.95664,0.77082,0.75333,0.45289,1.08072,0.000495266,0.000495266,0.000495266
73,325.912,0.78873,0.39269,1.04803,0.95856,0.99091,0.95664,0.75886,0.76515,0.44864,1.09479,0.000478762,0.000478762,0.000478762
74,330.194,0.74794,0.38697,1.04286,0.95844,0.99091,0.9629,0.7607,0.78774,0.47043,1.11476,0.000462259,0.000462259,0.000462259
75,334.609,0.73592,0.36261,1.02441,0.95846,0.99091,0.9629,0.77406,0.72421,0.46199,1.07314,0.000445756,0.000445756,0.000445756
76,338.946,0.73092,0.36653,1.02236,0.95848,0.99091,0.96898,0.78663,0.75144,0.50499,1.07841,0.000429253,0.000429253,0.000429253
77,343.259,0.73912,0.37082,1.02596,0.95837,0.99091,0.98468,0.80056,0.75263,0.46692,1.08643,0.000412749,0.000412749,0.000412749
78,347.459,0.77273,0.40973,1.05087,0.95818,0.99091,0.9659,0.77667,0.75134,0.45509,1.07618,0.000396246,0.000396246,0.000396246
79,351.523,0.74472,0.39795,1.04646,0.95791,0.99091,0.96282,0.77093,0.7582,0.43641,1.08095,0.000379743,0.000379743,0.000379743
80,355.548,0.7474,0.38236,1.01992,0.95814,0.99091,0.9629,0.76688,0.80422,0.45104,1.10728,0.000363239,0.000363239,0.000363239
81,359.612,0.74668,0.37598,1.04535,0.95802,0.99091,0.9629,0.77639,0.74131,0.45719,1.07159,0.000346736,0.000346736,0.000346736
82,363.684,0.72172,0.38063,1.02941,0.95755,0.99091,0.98213,0.78112,0.73206,0.43033,1.0758,0.000330233,0.000330233,0.000330233
83,369.572,0.71254,0.35909,1.01953,0.95772,0.99091,0.98867,0.7873,0.72917,0.4026,1.08415,0.000313729,0.000313729,0.000313729
84,376.314,0.75404,0.36467,1.04017,0.95828,0.99091,0.99175,0.80632,0.72771,0.41731,1.08299,0.000297226,0.000297226,0.000297226
85,383.223,0.72388,0.36426,1.03333,0.9584,0.99091,0.99175,0.80159,0.76554,0.44704,1.08818,0.000280723,0.000280723,0.000280723
86,390.3,0.70345,0.33953,1.01995,0.95838,0.99091,0.99151,0.79539,0.74819,0.45118,1.07932,0.00026422,0.00026422,0.00026422
87,397.319,0.74712,0.3623,1.04215,0.95846,0.99091,0.98205,0.79287,0.71193,0.42747,1.06152,0.000247716,0.000247716,0.000247716
