epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,1605.75,0.62537,0.30927,0.90154,1,1,0.995,0.88228,0.55765,0.23273,0.78346,0.00108938,0.00108938,0.00108938
37,1647.28,0.62734,0.31006,0.90065,0.9998,1,0.995,0.87282,0.58587,0.25099,0.78756,0.00107288,0.00107288,0.00107288
38,1686.57,0.62094,0.30979,0.90477,0.99978,1,0.995,0.86932,0.56646,0.23341,0.78204,0.00105638,0.00105638,0.00105638
39,1727.78,0.61973,0.30859,0.90724,0.99978,1,0.995,0.87689,0.54598,0.21875,0.77802,0.00103987,0.00103987,0.00103987
40,1771.61,0.61999,0.30383,0.90053,0.99978,1,0.995,0.87691,0.5494,0.22909,0.77825,0.00102337,0.00102337,0.00102337
41,1814.89,0.61767,0.30142,0.90405,0.99974,1,0.995,0.87454,0.55629,0.22995,0.78031,0.00100687,0.00100687,0.00100687
42,1859.24,0.62133,0.31223,0.90524,0.99976,1,0.995,0.87261,0.55503,0.23372,0.78036,0.000990365,0.000990365,0.000990365
43,1898.55,0.60541,0.30137,0.89195,1,1,0.995,0.88122,0.55364,0.22436,0.7848,0.000973861,0.000973861,0.000973861
44,1937.63,0.60851,0.29552,0.90024,1,1,0.995,0.87311,0.57403,0.25129,0.7814,0.000957358,0.000957358,0.000957358
45,1982.13,0.60606,0.29622,0.89749,0.99979,1,0.995,0.87622,0.57031,0.23278,0.78332,0.000940855,0.000940855,0.000940855
46,2024.15,0.60245,0.28741,0.89623,0.99978,1,0.995,0.88058,0.54088,0.22738,0.77644,0.000924352,0.000924352,0.000924352
47,2066.53,0.60202,0.29243,0.89844,0.99981,1,0.995,0.88805,0.53606,0.21082,0.77575,0.000907848,0.000907848,0.000907848
48,2109.45,0.60721,0.29504,0.89703,0.99974,1,0.995,0.87464,0.55708,0.2189,0.78577,0.000891345,0.000891345,0.000891345
49,2148.08,0.59796,0.29181,0.90011,0.99954,1,0.995,0.88722,0.53669,0.24039,0.77635,0.000874842,0.000874842,0.000874842
50,2186.75,0.59476,0.29057,0.89451,1,1,0.995,0.88227,0.53797,0.21921,0.77519,0.000858338,0.000858338,0.000858338
51,2233.1,0.60116,0.2874,0.89711,0.99946,1,0.995,0.87802,0.5482,0.21777,0.77947,0.000841835,0.000841835,0.000841835
52,2274.79,0.59572,0.28557,0.89197,0.99979,1,0.995,0.88324,0.54194,0.22589,0.77558,0.000825332,0.000825332,0.000825332
53,2314,0.59684,0.28524,0.89929,1,1,0.995,0.88152,0.55023,0.22372,0.77994,0.000808828,0.000808828,0.000808828
54,2357.06,0.59859,0.28903,0.89837,1,1,0.995,0.88098,0.53098,0.21578,0.77507,0.000792325,0.000792325,0.000792325
55,2396.31,0.60209,0.2891,0.89505,0.99979,1,0.995,0.88289,0.54128,0.21657,0.7759,0.000775822,0.000775822,0.000775822
56,2435.4,0.59045,0.28414,0.89333,1,1,0.995,0.88542,0.53881,0.21626,0.77682,0.000759318,0.000759318,0.000759318
57,2481.44,0.59342,0.28717,0.89162,1,1,0.995,0.88919,0.54149,0.22448,0.77803,0.000742815,0.000742815,0.000742815
58,2524.59,0.58801,0.27461,0.8909,0.99978,1,0.995,0.88289,0.54335,0.22329,0.77593,0.000726312,0.000726312,0.000726312
59,2567.63,0.58215,0.27565,0.89322,0.99978,1,0.995,0.88395,0.5416,0.22543,0.77624,0.000709809,0.000709809,0.000709809
60,2607.8,0.57396,0.27838,0.89324,0.99957,1,0.995,0.86941,0.57671,0.22414,0.78225,0.000693305,0.000693305,0.000693305
61,2646.98,0.58984,0.27555,0.89285,0.99979,1,0.995,0.88836,0.52461,0.21153,0.77203,0.000676802,0.000676802,0.000676802
62,2688.4,0.59006,0.2799,0.89375,0.99961,1,0.995,0.89467,0.53433,0.22638,0.77355,0.000660299,0.000660299,0.000660299
63,2732.62,0.58733,0.27753,0.89322,0.99979,1,0.995,0.88577,0.52809,0.22228,0.77323,0.000643795,0.000643795,0.000643795
64,2775.77,0.58909,0.27757,0.89036,1,1,0.995,0.88573,0.52495,0.20914,0.77136,0.000627292,0.000627292,0.000627292
65,2819,0.58265,0.27758,0.89325,1,1,0.995,0.88836,0.54284,0.22208,0.77399,0.000610789,0.000610789,0.000610789
66,2858.45,0.57981,0.27644,0.89109,0.99952,1,0.995,0.88352,0.52888,0.20967,0.77411,0.000594286,0.000594286,0.000594286
67,2897.51,0.58803,0.27468,0.89764,0.99971,1,0.995,0.88687,0.52412,0.22015,0.77406,0.000577782,0.000577782,0.000577782
68,2942.78,0.57824,0.271,0.89212,0.99979,1,0.995,0.8906,0.54472,0.22331,0.77868,0.000561279,0.000561279,0.000561279
69,2986.59,0.58206,0.27285,0.89473,1,1,0.995,0.89073,0.53981,0.20532,0.78031,0.000544776,0.000544776,0.000544776
70,3036.08,0.57399,0.26751,0.89125,0.99979,1,0.995,0.88432,0.54264,0.21096,0.77591,0.000528272,0.000528272,0.000528272
71,3078.61,0.57715,0.26251,0.89387,0.99979,1,0.995,0.89072,0.52817,0.19966,0.7729,0.000511769,0.000511769,0.000511769
72,3118.02,0.57234,0.26208,0.88955,0.99978,1,0.995,0.89357,0.52826,0.21045,0.77258,0.000495266,0.000495266,0.000495266
73,3157.16,0.56525,0.26215,0.88776,0.99979,1,0.995,0.88978,0.52405,0.20966,0.77308,0.000478762,0.000478762,0.000478762
74,3202.7,0.57269,0.26349,0.88447,0.99978,1,0.995,0.8887,0.54154,0.21465,0.77548,0.000462259,0.000462259,0.000462259
75,3245.22,0.57758,0.26598,0.88826,0.99978,1,0.995,0.8868,0.53643,0.22506,0.77357,0.000445756,0.000445756,0.000445756
76,3288.35,0.56695,0.26362,0.88925,0.99979,1,0.995,0.88947,0.52848,0.2177,0.77379,0.000429253,0.000429253,0.000429253
77,3328.73,0.57178,0.26239,0.89149,0.99979,1,0.995,0.89004,0.52505,0.21442,0.77073,0.000412749,0.000412749,0.000412749
78,3367.9,0.5634,0.2555,0.88765,0.99979,1,0.995,0.88326,0.54906,0.23347,0.77891,0.000396246,0.000396246,0.000396246
79,3409.61,0.56895,0.26256,0.88777,0.99979,1,0.995,0.88642,0.53187,0.2054,0.77421,0.000379743,0.000379743,0.000379743
80,3453.16,0.5749,0.26393,0.89277,0.99978,1,0.995,0.88861,0.51908,0.20666,0.7704,0.000363239,0.000363239,0.000363239
81,3501.39,0.56048,0.2553,0.88729,0.99979,1,0.995,0.89222,0.52347,0.20495,0.77012,0.000346736,0.000346736,0.000346736
82,3546.21,0.56778,0.25801,0.88717,0.99951,1,0.995,0.88777,0.52688,0.20412,0.77217,0.000330233,0.000330233,0.000330233
83,3585.36,0.57158,0.25496,0.89383,0.99979,1,0.995,0.89548,0.52119,0.20675,0.77098,0.000313729,0.000313729,0.000313729
84,3624.26,0.55864,0.25232,0.88563,0.99979,1,0.995,0.89304,0.5254,0.21416,0.77208,0.000297226,0.000297226,0.000297226
85,3669.66,0.55147,0.2515,0.88516,0.99979,1,0.995,0.8957,0.51514,0.20913,0.76966,0.000280723,0.000280723,0.000280723
86,3711.78,0.55517,0.25196,0.88534,0.99979,1,0.995,0.8891,0.52257,0.19968,0.77119,0.00026422,0.00026422,0.00026422
87,3754.11,0.55352,0.24954,0.88373,1,1,0.995,0.89568,0.5297,0.20902,0.77304,0.000247716,0.000247716,0.000247716
88,3795.52,0.55678,0.24749,0.88431,0.99979,1,0.995,0.88963,0.52738,0.20291,0.77115,0.000231213,0.000231213,0.000231213
89,3834.95,0.55563,0.24504,0.88367,0.99979,1,0.995,0.89342,0.51693,0.18751,0.7691,0.00021471,0.00021471,0.00021471
90,3881.53,0.55634,0.24517,0.88201,0.99979,1,0.995,0.89632,0.51759,0.19893,0.76947,0.000198206,0.000198206,0.000198206
91,3924.6,0.53838,0.21796,0.84508,0.99947,1,0.995,0.89588,0.52376,0.20714,0.77017,0.000181703,0.000181703,0.000181703
92,3969.07,0.53291,0.21438,0.8435,0.99954,1,0.995,0.89193,0.50861,0.19214,0.76703,0.0001652,0.0001652,0.0001652
93,4012.68,0.53675,0.2127,0.84754,0.99954,1,0.995,0.89965,0.51546,0.20153,0.76801,0.000148696,0.000148696,0.000148696
94,4051.03,0.53201,0.2132,0.84125,0.99955,1,0.995,0.89312,0.51741,0.19752,0.76904,0.000132193,0.000132193,0.000132193
95,4088.47,0.53414,0.21252,0.84734,0.99956,1,0.995,0.89375,0.51314,0.19216,0.76763,0.00011569,0.00011569,0.00011569
96,4128.18,0.53074,0.20931,0.84364,0.99954,1,0.995,0.89442,0.51418,0.18694,0.76794,9.91865e-05,9.91865e-05,9.91865e-05
97,4170.06,0.52882,0.2066,0.83888,0.99979,1,0.995,0.89353,0.52029,0.18969,0.76913,8.26832e-05,8.26832e-05,8.26832e-05
98,4211.4,0.5255,0.20762,0.84224,0.99953,1,0.995,0.89126,0.51939,0.19485,0.76976,6.61799e-05,6.61799e-05,6.61799e-05
99,4251.86,0.52912,0.20794,0.84225,0.99979,1,0.995,0.89504,0.50776,0.1885,0.76665,4.96766e-05,4.96766e-05,4.96766e-05
100,4288.64,0.52373,0.20593,0.83681,0.99979,1,0.995,0.89653,0.51375,0.18502,0.76794,3.31733e-05,3.31733e-05,3.31733e-05
