epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,3334.98,0.58015,0.25307,0.90627,1,1,0.995,0.88397,0.56688,0.20791,0.79827,0.00035382,0.00035382,0.00035382
78,3373.61,0.58217,0.25066,0.91084,1,1,0.995,0.88409,0.56987,0.20267,0.80071,0.000339673,0.000339673,0.000339673
79,3412.25,0.58311,0.24955,0.91341,1,1,0.995,0.88478,0.56125,0.2079,0.79826,0.000325526,0.000325526,0.000325526
80,3450.78,0.578,0.24812,0.90933,1,1,0.995,0.88503,0.56304,0.19945,0.80012,0.000311379,0.000311379,0.000311379
81,3488.48,0.58282,0.25135,0.91142,1,1,0.995,0.8804,0.56901,0.20184,0.80204,0.000297232,0.000297232,0.000297232
82,3526.86,0.58228,0.24663,0.90934,1,1,0.995,0.88242,0.57216,0.21552,0.79968,0.000283085,0.000283085,0.000283085
83,3565.51,0.58,0.24839,0.90936,1,1,0.995,0.88041,0.5645,0.20755,0.79641,0.000268938,0.000268938,0.000268938
84,3604.35,0.57333,0.24334,0.90591,1,1,0.995,0.8814,0.57471,0.21144,0.80058,0.000254791,0.000254791,0.000254791
85,3643.09,0.57688,0.24433,0.91123,1,1,0.995,0.88092,0.56942,0.20662,0.80115,0.000240644,0.000240644,0.000240644
86,3681.7,0.57049,0.24181,0.90337,1,1,0.995,0.87937,0.57067,0.20622,0.79968,0.000226497,0.000226497,0.000226497
87,3720.4,0.57727,0.24203,0.9099,1,1,0.995,0.88452,0.56396,0.1973,0.79796,0.000212349,0.000212349,0.000212349
88,3759.27,0.57373,0.24138,0.9061,1,1,0.995,0.88381,0.56283,0.19433,0.7979,0.000198202,0.000198202,0.000198202
89,3797.61,0.57387,0.23854,0.90752,1,1,0.995,0.8858,0.55996,0.19513,0.79659,0.000184055,0.000184055,0.000184055
90,3836.02,0.57298,0.23783,0.90867,1,1,0.995,0.88591,0.55918,0.19808,0.79605,0.000169908,0.000169908,0.000169908
91,3872.02,0.5583,0.21625,0.88452,0.99987,1,0.995,0.87571,0.56611,0.20972,0.79806,0.000155761,0.000155761,0.000155761
92,3907.94,0.55583,0.21393,0.87624,0.99987,1,0.995,0.88013,0.56365,0.21285,0.79743,0.000141614,0.000141614,0.000141614
93,3943.77,0.55855,0.21293,0.8749,0.99987,1,0.995,0.87676,0.56747,0.21289,0.79977,0.000127467,0.000127467,0.000127467
94,3984.41,0.55006,0.20848,0.87776,0.99987,1,0.995,0.87841,0.56171,0.20314,0.79701,0.00011332,0.00011332,0.00011332
95,4044.58,0.55129,0.2066,0.88118,0.99987,1,0.995,0.88054,0.5644,0.19861,0.79801,9.91726e-05,9.91726e-05,9.91726e-05
96,4103.49,0.54967,0.20433,0.87427,0.99987,1,0.995,0.87955,0.5676,0.19826,0.79976,8.50255e-05,8.50255e-05,8.50255e-05
97,4152.96,0.54622,0.20259,0.88022,0.99987,1,0.995,0.8817,0.56287,0.19641,0.7975,7.08784e-05,7.08784e-05,7.08784e-05
98,4188.33,0.54985,0.20187,0.87132,0.99987,1,0.995,0.88405,0.5624,0.19534,0.79679,5.67313e-05,5.67313e-05,5.67313e-05
99,4223.59,0.54516,0.20007,0.87225,0.99987,1,0.995,0.88359,0.56092,0.19198,0.79647,4.25842e-05,4.25842e-05,4.25842e-05
100,4259.91,0.54557,0.19843,0.87239,0.99987,1,0.995,0.88479,0.55922,0.19067,0.79622,2.84371e-05,2.84371e-05,2.84371e-05
